COREDEP,REPDTE,ASSET,RBC1AAJ,INTINC,NETINC,EQ,LNLSDEPR,LNLSNTV,DEP,RBCRWAJ,CHBAL,CERT,NONII,LNLSNET,ID
153211,20150930,184665,9.978644402472527,3962,1442,21730,35.2040484036941,29.27,153542,25.76326726342711,13237,252,1301,54053,252_20150930
234246,20150930,271154,9.199821852731592,9802,2100,25273,71.32208988886514,62.74,238539,13.922187063893304,20118,25886,2139,170131,25886_20150930
67433,20150930,84306,8.404468074728062,2480,-85,6796,75.72290637031374,65.79,73246,13.326909600560615,6036,26351,520,55464,26351_20150930
74572,20150930,104935,9.185770750988143,3891,453,12408,87.57865805145019,69.23,82954,13.144751752213876,10144,26727,504,72650,26727_20150930
192470,20150930,238405,12.291527472200118,6298,-5828,28886,80.46010840507198,68.8,203865,18.225701316013556,24066,26790,907,164030,26790_20150930
708841,20150930,983773,11.050720947193012,26248,7568,108784,72.73498451512815,64.15,867621,17.096550999316857,145362,26856,7277,631064,26856_20150930
457108,20150930,664639,20.15400302886047,40166,30897,141192,96.9442812952739,74.5,510780,26.086740770146882,76981,27074,1413,495172,27074_20150930
348034,20150930,472270,10.441629944196071,16803,5817,49760,92.79550733474579,82.82,421487,14.472540695925392,61305,27267,709,391121,27267_20150930
529446,20150930,719574,13.342063505136526,25266,1967,90961,94.7084739328851,78.36,595367,20.305754303038142,15342,31189,1832,563863,31189_20150930
146518,20150930,185844,9.619138780085391,6737,1003,15274,77.63002818344863,65.21,156120,12.662682106836009,31453,3337,575,121196,3337_20150930
125053,20150930,145424,8.481911743389038,4478,1374,12409,79.77950019008604,70.71,128889,11.369648406400081,7023,34146,1051,102827,34146_20150930
273863,20150930,349108,12.877877042909,7758,2721,46115,46.36531384548023,38.22,287769,25.508739431165132,75878,34319,1495,133425,34319_20150930
140614,20150930,249614,13.21841148738619,7343,261,33190,75.58408501413031,62.57,206648,19.768561004543724,8598,34352,1257,156193,34352_20150930
157182,20150930,212465,8.700931556172321,6149,898,18753,98.6689354842321,82.97,178654,11.526667699869373,14639,35151,2312,176276,35151_20150930
537299,20150930,965296,11.223973769622006,26486,10978,111258,123.34645212878219,85.97,672826,16.332856944281374,35296,57134,16489,829907,57134_20150930
25123,20150930,27148,7.204493044707283,715,-320,1937,76.47573936233731,70.77,25123,9.141973298599805,2789,57884,77,19213,57884_20150930
29548,20150930,35701,9.322338830584707,726,4,3077,66.56924875407617,60.61,32506,19.82908026056296,8274,58586,491,21639,58586_20150930
12499,20150630,16774,15.973492903417238,121,477,3249,19.697575806064485,14.68,12499,75.91308368007397,7889,13959,2129,2462,13959_20150630
109318,20150630,156060,12.552859131639662,3223,678,21581,74.65445538499175,62.57,130808,20.236047684004507,17340,1417,625,97654,1417_20150630
248362,20150630,365317,10.138341888662714,8075,767,38184,85.54504645846274,73.14,312322,16.179398341347035,11970,14679,1874,267176,14679_20150630
25560,20150630,28776,7.718836663585295,496,9,2386,69.99217527386541,62.17,25560,16.151367656132173,8884,17122,49,17890,17122_20150630
71835,20150630,90935,12.31681705938012,1985,804,13395,80.60708918484738,68.42,77188,19.52262811190008,12289,18301,223,62219,18301_20150630
61711,20150630,87991,12.822696306920042,1569,859,11511,51.67324253824274,44.8,76289,30.874629504445945,18145,18454,443,39421,18454_20150630
6223963,20150630,9828015,11.586580819497147,164505,56810,1382371,73.19017646009655,51.77,6952280,16.815771532405265,224381,19629,66693,5088386,19629_20150630
332622,20150630,446375,10.361877177812614,10291,4823,44839,91.06105131083669,74.14,363432,12.624055884638446,72144,20845,4119,330945,20845_20150630
360384,20150630,571188,12.541244325357248,8548,4451,81297,26.829652251940246,20.89,444661,37.47481981030494,5093,23772,2036,119301,23772_20150630
196214,20150630,238471,9.13099346343434,4463,7,25503,79.71602631476507,68.7,205512,13.351830162719033,21348,24015,1026,163826,24015_20150630
1350793,20150630,2131428,11.15767582853002,40752,6090,242857,65.15670216291562,55.07,1801411,18.77720213386039,169808,24347,11198,1173740,24347_20150630
296764,20150630,533442,11.709139287838557,7519,3042,69600,28.44035446117592,19.55,366641,36.28523016097148,10062,24961,3789,104274,24961_20150630
160341,20150630,190460,9.556335678998618,2554,904,20339,29.55213104959171,24.93,160672,27.9297136980789,19464,252,836,47482,252_20150630
226841,20150630,265431,9.181157319740542,6501,1521,24630,72.76004052859636,63.58,231935,13.917699790691756,15428,25886,1688,168756,25886_20150630
64406,20150630,81693,8.396145871447738,1650,-93,6729,68.36115862536931,59.19,70739,14.62249495106416,5637,26351,360,48358,26351_20150630
70183,20150630,94134,9.354935293921955,2411,234,12116,88.2054100426262,69.9,74602,13.937094941180083,6206,26727,364,65803,26727_20150630
193462,20150630,237930,12.902662302282152,4249,-3690,30976,82.79815375452876,70.12,201490,19.189340602854287,20799,26790,715,166830,26790_20150630
711100,20150630,981082,11.50924850326155,16979,4555,109570,70.59309846532211,62.14,863634,17.78317560049939,129155,26856,4127,609666,26856_20150630
517857,20150630,714833,18.74020864847666,26573,19803,139283,88.9604999929059,70.17,563848,25.383818093748317,126630,27074,953,501602,27074_20150630
339883,20150630,467321,10.115817624983825,11122,3870,47834,87.43628450907424,78.33,418658,14.219718374043019,80967,27267,547,366059,27267_20150630
532094,20150630,722897,13.336441032105379,16858,1483,90135,95.43874194324837,78.98,598256,19.77075443883275,9410,31189,1307,570968,31189_20150630
104424,20150630,143394,10.37539941686885,4330,567,14830,99.8824829424868,79.43,114026,14.074502924987254,12086,3337,384,113892,3337_20150630
128731,20150630,147042,8.530720771728147,2907,985,11899,74.36547068193886,66.67,131830,11.503376586642153,7344,34146,686,98036,34146_20150630
272923,20150630,347345,12.606959170186476,5190,1535,45307,43.38930244228839,35.84,286944,26.229088426083987,74989,34319,748,124503,34319_20150630
131222,20150630,237897,13.617541800629798,4925,127,32984,84.49564134495643,69.59,195932,19.1600608100771,6041,34352,977,165554,34352_20150630
160043,20150630,208499,8.992669019820799,3901,557,18431,95.23197495744364,79.96,175062,11.652270223054483,20180,35151,1585,166715,35151_20150630
545332,20150630,984231,11.605362105607323,16982,7356,107835,127.68617005656023,88.35,681044,14.965997521373437,21219,57134,11168,869599,57134_20150630
24099,20150630,26420,7.3001418227961485,458,-301,1956,75.50308008213553,69.59,24350,9.343517753922379,2687,57884,13,18385,57884_20150630
27852,20150630,34024,9.19271910643579,441,69,3129,69.2420061678299,62.69,30805,20.128570562192976,8363,58586,327,21330,58586_20150630
12587,20150331,16437,16.024252923343436,58,146,2997,17.041391912290457,13.05,12587,70.12563983248022,7344,13959,764,2145,13959_20150331
110464,20150331,160564,12.348299781839083,1552,284,21453,70.95053635280095,59.32,134240,19.972667313672286,25249,1417,316,95244,1417_20150331
247181,20150331,355688,10.255733951389786,4038,474,38550,83.80009438658418,72.89,309366,16.75846891656384,15795,14679,865,259249,14679_20150331
26451,20150331,29688,7.648924920690871,244,8,2384,61.39654455408113,54.7,26451,17.51420879449596,10911,17122,32,16240,17122_20150331
71023,20150331,90201,11.92222663114336,973,368,13220,71.68350695804287,60.88,76602,20.400029119499145,17208,18301,105,54911,18301_20150331
65785,20150331,92223,11.909603083831067,793,411,11342,49.435168210870536,43.28,80732,29.745916052906544,22623,18454,179,39910,18454_20150331
6385684,20150331,10038267,11.321522254773825,82008,28936,1385877,71.59391029630684,50.65,7101692,16.72025196047355,243610,19629,31128,5084379,19629_20150331
316993,20150331,417351,10.617057870055309,4952,2032,43532,91.21557537272864,75.58,345828,12.607197220704972,59530,20845,1716,315449,20845_20150331
371311,20150331,596809,12.228522165854304,4672,2724,81934,25.87132331308799,19.89,458871,36.34884411105539,5398,23772,942,118716,23772_20150331
189019,20150331,231210,9.456581403008014,2223,140,25856,75.69129428880291,64.81,197962,13.92215480938089,25343,24015,639,149840,24015_20150331
1395247,20150331,2175927,10.718214497769964,20143,2134,244121,64.36355087129306,54.6,1845992,18.40588993189766,234061,24347,5742,1188146,24347_20150331
316032,20150331,562696,11.079783353280071,3832,1515,70293,27.786543674394142,19.53,395472,34.08015986359465,9184,24961,1819,109888,24961_20150331
157035,20150331,191587,9.162403396103189,1231,446,21796,30.781225240072256,25.35,157765,26.537423015078428,23698,252,442,48562,252_20150331
226417,20150331,265525,9.093226303475301,3219,857,24265,71.6179809293174,62.37,231245,13.547062848206432,17517,25886,1024,165613,25886_20150331
63966,20150331,81989,8.872497895279142,839,84,6978,64.50983993331732,55.69,70783,15.117055542462094,6049,26351,200,45662,26351_20150331
72527,20150331,93955,9.795353166180492,1174,118,12074,86.4996380600016,68.68,74598,13.893473368342086,6959,26727,169,64527,26727_20150331
207797,20150331,259691,12.34153741785665,2176,-1614,33081,73.81013073085467,62.44,219688,20.87764382653182,47344,26790,471,162152,26790_20150331
671316,20150331,935649,11.625845736748177,8391,2109,107486,70.42959360193768,61.66,819123,18.07481693078154,127775,26856,2007,576905,26856_20150331
569541,20150331,774339,17.485888534835535,13355,9739,139331,86.21598868046624,69.17,621227,24.441211457897115,177163,27074,597,535597,27074_20150331
329795,20150331,457417,10.088703644330447,5414,1733,45707,91.74617623864555,82.41,410852,13.164173575778705,59785,27267,156,376941,27267_20150331
532157,20150331,706387,13.450476405864364,8413,549,90131,92.38301538049797,78.19,597835,19.972675779952077,11431,31189,617,552298,31189_20150331
103533,20150331,142182,10.129013402363158,2127,285,14557,96.49831887536733,76.91,113317,14.532979315504704,14393,3337,231,109349,3337_20150331
119300,20150331,136627,8.456504154717258,1425,582,11584,75.28097113915909,68.54,124390,12.066888616983942,8187,34146,389,93642,34146_20150331
273640,20150331,349460,12.55446977922548,2697,730,45339,42.05756874305822,34.78,289011,26.115040291612697,75363,34319,371,121551,34319_20150331
131882,20150331,235686,13.692368426520392,2469,96,33086,85.72168350510229,71.64,196970,18.979455810103314,7601,34352,332,168846,34352_20150331
154797,20150331,200154,8.901472592992075,1863,165,18064,88.9062509354551,74.19,167031,12.71360790011701,29374,35151,650,148501,35151_20150331
518406,20150331,906931,11.211685200364458,8142,3805,97185,122.65127870502126,86.01,635995,14.600753443791412,30315,57134,5856,780056,57134_20150331
24346,20150331,26777,8.330098594829593,217,-111,2146,76.12716998007886,69.93,24597,11.571476526159305,3626,57884,53,18725,57884_20150331
27896,20150331,34097,9.160530191458026,308,95,3174,65.94054912638984,59.66,30849,20.674157303370784,8593,58586,144,20342,58586_20150331
10862,20141231,14566,15.57530402245089,252,973,2682,23.522371570613146,17.54,10862,27.737373737373737,4984,13959,3068,2555,13959_20141231
112414,20141231,153492,12.416367723411732,6220,1222,21243,75.15471913135694,61.87,126358,20.410340582683627,21041,1417,1513,94964,1417_20141231
240089,20141231,368286,9.962095924346334,16342,2214,38177,84.36329280854497,69.83,304834,17.010057483797244,24550,14679,5781,257168,14679_20141231
25881,20141231,29128,7.089591065172904,1005,-71,2396,63.347629535180246,56.29,25881,16.630361300984,10153,17122,103,16395,17122_20141231
70648,20141231,89938,11.990122659035576,3360,1404,13019,76.17347872702074,64.78,76482,19.396107862815253,9749,18301,411,58259,18301_20141231
66320,20141231,95454,11.422535936936473,3236,1643,11070,48.32963459644209,42.66,84263,28.601605407689057,23558,18454,738,40724,18454_20141231
6199361,20141231,9892151,11.224197734291089,328081,118959,1341798,72.25245603569024,50.43,6904521,17.308079713398143,221716,19629,147323,4988686,19629_20141231
312924,20141231,396264,10.338170903684663,18093,8953,42258,88.07733430461397,75.67,340444,12.305009647680984,54335,20845,8889,299854,20845_20141231
389816,20141231,573815,12.041000225275964,15381,7302,77245,25.406310204339448,21.03,474945,37.418495830274075,5422,23772,4290,120666,23772_20141231
194782,20141231,234929,8.686845954765388,9411,-1261,25475,74.59552052597184,64.14,201988,13.147825229677187,30458,24015,1558,150674,24015_20141231
1383241,20141231,2155074,10.66559435566071,85253,13333,239212,65.54279449966488,55.54,1826216,19.356973201068126,184449,24347,21834,1196953,24347_20141231
297579,20141231,563959,10.875235945612046,15386,6938,67244,28.989306837617995,19.69,382955,33.83182343014477,10880,24961,7958,111016,24961_20141231
151916,20141231,183732,7.629468264184573,4767,1411,18516,32.137101529027944,26.7,152646,20.514921998643455,20318,252,1420,49056,252_20141231
224185,20141231,262664,8.950512603098744,12542,2198,23426,70.52002564125081,61.15,227758,14.264261740265708,17014,25886,2353,160615,25886_20141231
60880,20141231,76838,8.979754688083196,3075,-127,6842,74.51906180762472,63.47,65445,15.146385182234615,5303,26351,757,48769,26351_20141231
66877,20141231,92385,10.14385571486509,4354,434,11895,86.76509803371181,66.92,71251,14.671063213768697,8649,26727,479,61821,26727_20141231
214565,20141231,271811,12.081180734575417,9564,-20474,34618,71.24656190326027,59.85,228324,18.051680037204974,43251,26790,770,162673,26790_20141231
653598,20141231,910923,11.418867004616521,32234,7897,105141,68.85515003081754,60.46,799869,18.76890681287657,127936,26856,6706,550751,26856_20141231
630852,20141231,834941,18.625126579639943,32881,56761,138469,80.67005626538507,65.94,682480,24.500817394697364,113812,27074,36052,550557,27074_20141231
312124,20141231,430422,10.509834504734245,20447,6298,43973,94.05518401178759,83.94,384133,14.105497012819356,43672,27267,677,361297,27267_20141231
533499,20141231,706414,13.456859707309334,35495,2536,89600,90.67757905697948,77.29,602129,20.318940875582967,15849,31189,2749,545996,31189_20141231
102592,20141231,143781,10.206913322414298,8367,1104,14232,97.55192134042339,74.39,109637,15.786204508889476,12019,3337,657,106953,3337_20141231
113775,20141231,133398,8.748214089460381,5102,1448,11150,74.27430880686019,67.79,121746,12.42718842767809,8344,34146,1251,90426,34146_20141231
268769,20141231,343586,12.401011388184937,11166,4122,44697,45.20140988684917,37.29,283427,25.118590967713367,58178,34319,1311,128113,34319_20141231
129907,20141231,240644,14.10839475874615,10511,1470,32872,87.03203800196707,69.13,191148,18.6512090166101,7151,34352,3298,166360,34352_20141231
153903,20141231,196873,9.435885878634707,6856,-2818,17837,87.79759724562302,73.05,163812,12.962247819428724,29262,35151,857,143823,35151_20141231
381976,20141231,846003,11.556272786450277,29166,9531,93380,128.93822826741442,86.31,566327,15.292280880110376,23136,57134,15816,730212,57134_20141231
21842,20141231,24360,8.91355001777181,895,-315,2257,78.77155660163852,71.44,22093,12.349990163289396,2490,57884,441,17403,57884_20141231
29698,20141231,35329,8.411943122686925,1231,419,3054,65.79741714641358,59.85,32135,18.33540513052322,8522,58586,663,21144,58586_20141231
9507,20140930,12924,16.045964280769766,192,819,2332,23.845587461870203,17.54,9507,29.385105340519353,3710,13959,2153,2267,13959_20140930
109371,20140930,149325,13.051088658033299,4542,737,20851,77.20114501612757,62.67,121221,19.351902241131942,17823,1417,956,93584,1417_20140930
241014,20140930,365179,9.817564889072466,12230,1047,37338,80.248850699286,67.93,309101,16.779661759743362,14097,14679,2861,248050,14679_20140930
26545,20140930,29692,6.011626258329788,706,-52,2244,63.5901299679789,56.85,26545,11.816083348930064,9474,17122,74,16880,17122_20140930
68556,20140930,88262,12.274425532954018,2398,992,12664,65.7951722397141,56.11,75273,19.965768715582676,7460,18301,307,49526,18301_20140930
63546,20140930,92536,12.024705245619808,2424,1255,11364,50.65109957993575,44.3,80940,28.463122199346007,19617,18454,554,40997,18454_20140930
6237400,20140930,9845312,10.949959400402877,245979,88908,1307538,71.41070356540634,50.55,6969416,17.07709630211417,280222,19629,112348,4976909,19629_20140930
311859,20140930,393535,10.356275881764958,13350,7115,41975,80.56312362628422,69.2,338043,13.550650443784196,79555,20845,6945,272338,20845_20140930
343402,20140930,556070,12.041963722846814,11577,5479,75059,27.032431159403558,21.05,433102,37.592243103662604,6074,23772,3230,117078,23772_20140930
191616,20140930,233583,8.084381945668483,7039,-1156,25359,74.74498944096905,64.25,200776,12.810790880599768,27604,24015,1251,150070,24015_20140930
1381425,20140930,2125465,10.492143469135899,64549,10060,227836,65.83501119589413,55.98,1807359,19.0260834633165,146457,24347,14012,1189875,24347_20140930
298760,20140930,560897,10.646822077715285,11573,5098,64726,29.452967212410297,19.55,372336,32.64566182872131,9719,24961,6006,109664,24961_20140930
153632,20140930,184625,7.644696939749375,3567,1011,17361,32.71336209688913,27.35,154362,16.633419385120863,9000,252,1069,50497,252_20140930
234577,20140930,261254,8.746371482757285,9301,1583,22556,66.58007129405435,60.63,237888,13.982523254438203,22210,25886,1737,158386,25886_20140930
62086,20140930,75516,9.102378517642997,2253,-250,6535,69.98948572842255,59.94,64674,14.077788420004882,5148,26351,504,45265,26351_20140930
62342,20140930,85715,9.743981658387467,3162,361,11331,88.92026905965776,68.32,65859,14.492398234428642,6818,26727,310,58562,26727_20140930
213380,20140930,288362,13.745573527509675,7344,-4813,50376,72.58309017463614,57.45,228246,19.63514902363823,48159,26790,525,165668,26790_20140930
653968,20140930,915347,11.942718777630736,23499,5561,103440,64.34032399038557,56.62,805456,19.381777105792132,112315,26856,4578,518233,26856_20140930
246292,20140930,376250,25.259809819719653,19723,17067,99727,105.60496312906824,77.23,275149,31.327019660222042,51199,27074,3419,290571,27074_20140930
294011,20140930,398842,11.210208138085871,14956,4334,43577,100.01015583565601,88.89,354476,14.13856939091378,23181,27267,491,354512,27267_20140930
531203,20140930,707886,13.351112392484744,26895,2018,90527,90.8444673545233,77.18,601385,20.050846243823255,14122,31189,2137,546325,31189_20140930
93669,20140930,132799,10.773919652384864,6120,868,13904,102.12780745477292,77.45,100714,16.374350908189868,9177,3337,463,102857,3337_20140930
107516,20140930,125508,8.914504800890697,3720,951,10702,72.21668502684082,65.81,114378,12.546274197825511,9696,34146,896,82600,34146_20140930
274698,20140930,348050,11.608477071355166,8415,2805,42560,40.61994153318354,33.81,289737,25.53908160124513,64604,34319,662,117691,34319_20140930
123088,20140930,224672,13.995081795667794,7508,655,32100,94.15212824641857,75.21,179467,18.720848056537104,7167,34352,1308,168972,34352_20140930
139353,20140930,184520,10.077243977930292,5025,-1658,18981,86.56934894714225,69.87,148928,14.87249239900496,31404,35151,740,128926,35151_20140930
380946,20140930,812990,11.34449925717588,21321,6546,91495,118.69417956153698,84.53,578977,16.288978079654214,35096,57134,10965,687212,57134_20140930
23357,20140930,26049,8.920380384113368,668,-180,2392,77.51186038630973,70.25,23608,12.501176249176627,3239,57884,423,18299,57884_20140930
33031,20140930,38548,9.708481730642395,913,341,2973,56.64260742077365,52.12,35468,18.14946619217082,7959,58586,501,20090,58586_20140930
9485,20140630,12463,14.71738357625311,132,571,2091,25.07116499736426,19.08,9485,50.28422548555187,4118,13959,1435,2378,13959_20140630
99913,20140630,139497,13.289721959134527,2955,420,20609,80.26361991194662,63.91,111069,19.831605817627864,10315,1417,600,89148,1417_20140630
242730,20140630,354702,10.06721323583721,8293,920,37383,78.17343364227453,68.2,309444,17.111955019390507,21476,14679,1919,241903,14679_20140630
25976,20140630,29142,6.3955383333936915,459,-13,2283,59.85910070834617,53.36,25976,12.498402555910543,9618,17122,63,15549,17122_20140630
49328,20140630,66400,13.751383836786335,1495,639,10773,81.17906455577243,67.65,55332,19.933861581738928,5158,18301,199,44918,18301_20140630
61861,20140630,94395,11.691391558712914,1610,865,11256,47.18571394120626,41.46,82934,29.208194905869323,22611,18454,372,39133,18454_20140630
6218174,20140630,10156026,10.558650123146721,164169,63603,1301784,68.24177734046762,46.82,6967849,17.39702176844113,413404,19629,76445,4754984,19629_20140630
319717,20140630,400423,9.861652441226916,8566,4298,40192,73.27164497484902,63.48,346905,13.686446127818433,105194,20845,4675,254183,20845_20140630
336964,20140630,561878,11.870648902604563,7785,3693,76423,26.997270926015926,20.56,427984,37.79172766577992,6083,23772,2160,115544,23772_20140630
200905,20140630,242885,8.007989831124023,4612,-1198,25344,70.90491900049032,61.32,210063,13.02342901474011,38246,24015,595,148945,24015_20140630
1351270,20140630,2164068,11.528857744331441,42938,7339,256082,68.39045092367188,56.95,1802101,20.693027376940083,143597,24347,10085,1232465,24347_20140630
289756,20140630,561015,10.583788094808892,7749,3573,66509,26.937989163154725,17.94,373725,34.11496508339585,12652,24961,4000,100674,24961_20140630
147158,20140630,176553,7.306585482383529,2341,656,16503,30.376365898517797,25.44,147888,18.37837115083769,8433,252,695,44923,252_20140630
227282,20140630,252822,8.887219100543737,6084,1021,21586,68.759866081496,62.71,230588,13.376560457884537,20966,25886,1243,158552,25886_20140630
58362,20140630,72869,9.338869890897248,1475,-222,6639,65.1498765153105,55.39,61951,15.352014154631116,4081,26351,287,40361,26351_20140630
59796,20140630,81636,10.122215387906827,2060,286,11262,89.25941210081899,68.89,63004,15.083829693359807,4670,26727,186,56237,26727_20140630
224835,20140630,302658,14.636997124220644,5030,-2916,52255,74.66278586278587,59.33,240500,20.07666380278898,49017,26790,333,179564,26790_20140630
561236,20140630,811888,12.482413448271185,15268,3453,101410,70.57212321344477,61.28,704988,20.166398984051096,96107,26856,3403,497525,26856_20140630
275176,20140630,413266,22.660613845584944,13172,10718,93366,105.50280073809235,77.62,304027,26.676055031098954,62931,27074,1993,320757,27074_20140630
289022,20140630,384141,11.007467093607696,9735,2733,41978,97.33247041528419,86.52,341477,14.507533667443088,20588,27267,312,332368,27267_20140630
547519,20140630,722881,13.006049550677961,18236,1559,90358,90.35999746926208,77.05,616421,19.489660899224326,14318,31189,1380,556998,31189_20140630
91369,20140630,132330,10.710680158711524,4033,519,13556,102.76789887617615,76.43,98414,16.228785275805095,8576,3337,302,101138,3337_20140630
98300,20140630,115211,8.849496600980983,2427,586,10368,76.6847508874664,69.56,104511,11.435228613792479,5587,34146,532,80144,34146_20140630
282606,20140630,355281,11.692344372665447,5688,2204,41978,37.8155662563214,31.7,297798,25.140377004247526,69961,34319,657,112614,34319_20140630
113104,20140630,219956,14.592680586649609,4987,467,32009,93.75611241574383,72.79,170759,19.918388315168215,7103,34352,803,160097,34352_20140630
136346,20140630,182746,10.803546656801997,3358,-986,18980,85.32439907848507,68.7,147149,15.392118315993224,34422,35151,653,125554,35151_20140630
425433,20140630,832081,12.084537989269114,13400,3871,88939,112.42352066757884,79.98,591990,16.66561151558569,56108,57134,6803,665536,57134_20140630
25498,20140630,28129,8.244964771190663,444,-255,2317,66.48413530622548,60.86,25749,12.122207621550592,5510,57884,99,17119,57884_20140630
24377,20140630,28792,9.972406961935757,587,215,2856,70.93050282792284,63.59,25814,20.639394981093158,6957,58586,342,18310,58586_20140630
9765,20140331,12240,12.207792207792208,69,288,1793,28.19252432155658,22.49,9765,39.97395833333333,3539,13959,702,2753,13959_20140331
98302,20140331,140156,13.2687125748503,1435,164,20299,74.89958405484049,59.87,112034,20.451263341911247,16702,1417,287,83913,1417_20140331
247268,20140331,351139,9.812580996100943,3900,351,36310,77.7838186269403,68.04,307168,17.11138155265739,22411,14679,943,238927,14679_20140331
26280,20140331,29415,6.093341806114524,228,-38,2254,57.76255707762557,51.61,26280,12.653627593498085,9765,17122,-14,15180,17122_20140331
47895,20140331,63834,14.272607469931772,728,315,10659,73.86322814845626,61.2,52891,21.11698918743329,7327,18301,97,39067,18301_20140331
61765,20140331,96438,11.31169737004062,827,451,11078,45.66125398911207,40.36,85232,28.51266453928999,25443,18454,191,38918,18454_20140331
6179050,20140331,9936595,10.48245942557459,81389,33888,1245363,66.37651515981666,46.33,6935572,17.145637046142685,312152,19629,39884,4603591,19629_20140331
316917,20140331,400197,9.733623048446805,4233,1213,39342,72.60605050420868,63.13,347971,14.176155206721203,110579,20845,1283,252648,20845_20140331
396911,20140331,552068,12.058190948279842,3914,1801,74181,26.149983567671015,21.19,447289,38.04678796880802,6940,23772,1088,116966,23772_20140331
202685,20140331,244349,8.122595128424988,2286,-876,24855,71.55883711939046,62.11,212094,12.659744408945686,37708,24015,291,151772,24015_20140331
1384877,20140331,2215402,11.23194810205519,21071,3387,248932,67.25043227805027,56.51,1861649,20.117936110522294,163174,24347,5173,1251967,24347_20140331
300570,20140331,545900,10.754222777546394,3875,1593,64747,25.74025591849574,18.59,394188,34.98299029947649,12038,24961,1938,101465,24961_20140331
151036,20140331,177263,7.400208341820255,1167,308,15231,28.82879906980432,24.62,151366,18.02978763772378,8091,252,344,43637,252_20140331
214534,20140331,239863,9.007133980365428,2974,399,21021,67.71488950111622,61.58,218147,13.797089989876662,18500,25886,586,147718,25886_20140331
60240,20140331,74645,9.626743401577839,743,-113,6536,64.74007457775828,55.36,63826,15.191164996098674,4808,26351,129,41321,26351_20140331
59058,20140331,77205,9.965407695022945,990,106,10986,86.4124422463721,68.8,61468,14.848783885760724,3586,26727,67,53116,26727_20140331
225333,20140331,302463,15.695165582053555,2593,-405,54748,77.9831995799895,61.88,239994,21.392089625354092,40324,26790,369,187155,26790_20140331
563622,20140331,812664,12.410135283964415,7363,1553,99765,69.49614554599573,60.39,706196,20.30256221275588,85259,26856,1528,490779,26856_20140331
307175,20140331,426550,20.998070788322345,6449,5684,88681,90.98357487922706,71.75,336375,26.2392207953347,93643,27074,1470,306046,27074_20140331
286875,20140331,374554,10.776376837633034,4826,1582,40799,94.03482860376384,83.63,333117,15.050584088690078,18262,27267,150,313246,27267_20140331
547977,20140331,722336,12.851408403882806,9271,403,88567,90.61425515064451,77.46,617447,19.269055910797412,12417,31189,589,559495,31189_20140331
87065,20140331,123836,11.444764071959126,1809,163,13004,95.47338221230474,72.56,94110,17.308294586716134,7363,3337,97,89850,3337_20140331
98694,20140331,117368,8.72382763660697,1173,211,9909,71.7338491151352,65.41,107022,11.867547966190665,6404,34146,243,76771,34146_20140331
279967,20140331,349480,11.468116799757547,2964,1121,39093,37.356181482687504,31.51,294816,25.046823138928403,63686,34319,299,110132,34319_20140331
113346,20140331,211085,14.513880609334445,2387,150,31662,87.70481719497836,70.93,170701,20.43952982783366,9528,34352,335,149713,34352_20140331
140952,20140331,172061,2.083558426640433,1738,31,3934,80.80893585784104,71.02,151211,4.100391841033345,25469,35151,625,122192,35151_20140331
334964,20140331,720318,12.60591557238993,6350,1286,82609,113.1981683131154,77.46,492879,18.272388812399505,71092,57134,2393,557930,57134_20140331
26117,20140331,27995,5.431979922302059,225,-92,1580,67.02821601941747,63.13,26368,8.590554109334326,5099,57884,65,17674,57884_20140331
24459,20140331,28850,10.02805049088359,290,91,2874,64.45783132530121,57.86,25896,21.63317657118427,8570,58586,158,16692,58586_20140331
10461,20131231,12322,11.810650887573965,300,308,1480,26.527100659592772,22.52,10461,19.62687507878482,5139,13959,882,2775,13959_20131231
96365,20131231,137502,13.04611783637494,5817,1090,20143,77.89737009720209,61.37,108331,20.656334863836147,12910,1417,1472,84387,1417_20131231
241913,20131231,363288,9.856024709157376,16388,1202,35200,79.67793501489172,65.17,297145,16.026932864242653,31424,14679,4646,236759,14679_20131231
26554,20131231,29888,5.901969639073193,1059,165,2288,58.24357912178956,51.75,26554,12.249789466865323,10369,17122,180,15466,17122_20131231
43579,20131231,59207,13.87783758483501,2719,1226,10335,80.99209290832715,66.43,48564,21.343586767266395,4490,18301,504,39333,18301_20131231
61567,20131231,97943,11.008521282869985,3203,1576,10901,44.987291400706155,39.94,86949,28.045552170221267,26296,18454,662,39116,18454_20131231
6016887,20131231,9829860,10.088300234529617,302956,97574,1196116,66.45908398669847,45.76,6768548,16.959793623069498,241115,19629,146898,4498315,19629_20131231
307687,20131231,396765,9.59805516909115,17244,7476,39395,72.44440952306121,62.74,343629,14.717338180421228,112260,20845,7362,248940,20845_20131231
358016,20131231,555904,11.882980037506877,14345,6845,71100,25.854855890207944,21.09,453439,36.450191041103466,5030,23772,4055,117236,23772_20131231
200556,20131231,243299,8.59435926881315,10204,-286,25296,72.33638199311082,62.58,210475,13.427600436946232,36480,24015,1514,152250,24015_20131231
1366815,20131231,2210619,11.400570127743324,87103,15764,243762,66.679986312053,56.24,1864414,20.05098126750767,183221,24347,16993,1243191,24347_20131231
291938,20131231,554476,10.643283452662375,13557,5945,61929,28.30574020003727,19.72,386328,32.652818587903596,10122,24961,8378,109353,24961_20131231
