COREDEP,REPDTE,CHBAL,ASSET,RBC1AAJ,CERT,NETINC,EQ,LNLSNET,DEP,ID,deposits,loans,cash,assets,core_dep,T1R,LTD,CBD,BDR,LTD_baseline,LTD_delta,T1R_baseline,T1R_delta,CBD_baseline,CBD_delta,BDR_baseline,BDR_delta,RISK_SCORE,SEVERITY,INSTNAME,CITY,STALP
14387,20010331,468,20173,15.568679360553917,31559,13,3589,8826,16075,31559_20010331,16075,8826,468,20173,14387,0.15568679360553916,0.5490513219284603,10.626438569206844,0.10500777604976672,0.5659233155676846,-0.016871993639224314,0.15180634528884118,0.003880448316697982,17.408438290338793,-6.78199972113195,0.11858072149402853,-0.01357294544426181,47.9,medium,Dwelling House Savings and Loan,Pittsburgh,PA
14221,20010630,1031,20504,15.35569258535118,31559,31,3620,8445,16444,31559_20010630,16444,8445,1031,20504,14221,0.1535569258535118,0.513561177329117,22.884638774020917,0.13518608611043542,0.560719881514012,-0.047158704184894984,0.15347522799499577,8.169785851602773e-05,17.00654721751085,5.878091556510068,0.11307158099680041,0.02211450511363501,42.3,medium,Dwelling House Savings and Loan,Pittsburgh,PA
14300,20010930,751,20436,15.570638511814982,31559,50,3643,8602,16380,31559_20010930,16380,8602,751,20436,14300,0.15570638511814983,0.5251526251526252,16.734737484737483,0.12698412698412698,0.5459103752108169,-0.020757750058191693,0.15460945582879787,0.0010969292893519555,20.561720368121552,-3.826982883384069,0.11889476752970489,0.008089359454422088,47.5,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15353,20011231,2373,20933,14.986028726898375,31559,12,3591,8672,16877,31559_20011231,16877,8672,2373,20933,15353,0.14986028726898376,0.5138353972862476,51.32102861883036,0.09030040884043372,0.5344428496807914,-0.020607452394543757,0.1552438903405638,-0.005383603071580034,20.010082769608957,31.310945849221405,0.12112691038684774,-0.030826501546414017,52.0,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15183,20020331,1274,21157,16.094514114172277,31559,16,3576,8456,17128,31559_20020331,17128,8456,1274,21157,15183,0.16094514114172276,0.4936945352638954,27.149112564222325,0.11355674918262494,0.5254001304241125,-0.03170559516021709,0.15370259796154612,0.0072425431801766416,25.3917108616989,1.757401702523424,0.1143695994961907,-0.0008128503135657605,43.1,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15356,20020630,1393,21501,14.814814814814813,31559,56,3607,8216,17425,31559_20020630,17425,8216,1393,21501,15356,0.14814814814814814,0.471506456241033,29.179053084648494,0.1187374461979914,0.5115609337579713,-0.0400544775169383,0.15501718484559202,-0.0068690366974438755,29.52237936045277,-0.34332627580427655,0.11650684277940526,0.0022306034185861356,43.2,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15271,20020930,1327,21321,15.007194244604316,31559,65,3600,7677,17268,31559_20020930,17268,7677,1327,21321,15271,0.15007194244604316,0.4445795691452398,28.049281908732915,0.11564744035209637,0.5010472534859504,-0.05646768434071059,0.15366499041925114,-0.0035930479732079745,31.095982938109668,-3.0467010293767522,0.11239468280129426,0.0032527575508021073,41.0,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15497,20021231,3023,21899,14.625373692077728,31559,74,3622,7410,17758,31559_20021231,17758,7410,3023,21899,15497,0.14625373692077728,0.4172767203513909,62.135094042121864,0.12732289672260388,0.48090398948410396,-0.06362726913271305,0.15225637975122447,-0.006002642830447186,33.924619044108525,28.21047499801334,0.1095605111432866,0.01776238557931728,45.3,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15286,20030331,2349,21729,14.882211877556777,31559,34,3627,7314,17608,31559_20030331,17608,7314,2349,21729,15286,0.14882211877556778,0.41537937301226713,48.69292367105861,0.1318718764198092,0.4567643202503897,-0.04138494723812258,0.15135474216417283,-0.0025326233886050487,36.628135399931395,12.064788271127213,0.11881613311382914,0.013055743305980042,38.3,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15283,20030630,2519,21571,15.122112836046952,31559,65,3638,7390,17444,31559_20030630,17444,7390,2519,21571,15283,0.15122112836046953,0.42364136665902313,52.70780784223802,0.12388213712451272,0.4371855296874827,-0.013544163028459566,0.1483239865726341,0.0028971417878354278,42.01408817664047,10.693719665597548,0.12339491492312521,0.00048722220138751327,40.3,medium,Dwelling House Savings and Loan,Pittsburgh,PA
14930,20030930,2323,21021,15.50526878065362,31559,64,3621,7322,16935,31559_20030930,16935,7322,2323,21021,14930,0.1550526878065362,0.4323590197815176,50.06761145556539,0.11839385887215825,0.42521925729198023,0.007139762489537349,0.14909223162571444,0.005960456180821749,47.89627686603785,2.1713345895275395,0.12468108765475554,-0.0062872287825972845,41.3,medium,Dwelling House Savings and Loan,Pittsburgh,PA
14009,20031231,1483,20893,15.783038247089895,31559,98,3674,7079,16701,31559_20031231,16701,7079,1483,20893,14009,0.15783038247089895,0.4238668343212981,32.410933477037304,0.16118795281719658,0.4221641199510497,0.001702714370248437,0.1503374179658377,0.0074929645050612614,53.40085925274597,-20.989925775708663,0.12536769228477102,0.03582026053242557,43.1,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13985,20040331,1395,20891,15.913662006377239,31559,12,3750,7369,16522,31559_20040331,16522,7369,1395,20891,13985,0.15913662006377238,0.4460113787677037,30.81800024210144,0.1535528386393899,0.4238116484435265,0.022199730324177214,0.15323157935336812,0.0059050407104042635,45.969819111474834,-15.151818869373393,0.13383395630841918,0.019718882330970716,49.7,medium,Dwelling House Savings and Loan,Pittsburgh,PA
14236,20040630,1932,21170,16.321728691476594,31559,31,3744,7830,16817,31559_20040630,16817,7830,1932,21170,14236,0.16321728691476595,0.46560028542546233,41.93256823452459,0.153475649640245,0.4314696498823856,0.034130635543076715,0.15581020467541926,0.007407082239346691,41.50108825423554,0.43147998028904766,0.13925419686331436,0.014221452776930626,50.3,medium,Dwelling House Savings and Loan,Pittsburgh,PA
14077,20040930,1734,20740,16.055476037707912,31559,31,3732,7649,16424,31559_20040930,16424,7649,1734,20740,14077,0.1605547603770791,0.4657208962493911,38.53567949342426,0.14290063321967852,0.44195937957399545,0.023761516675395666,0.15880924431399335,0.0017455160630857613,38.80727835230718,-0.2715988588829177,0.14665257499224743,-0.0037519417725689064,48.6,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13752,20041231,2090,21157,15.566106293299745,31559,8,3729,7937,16730,31559_20041231,16730,7937,2090,21157,13752,0.15566106293299745,0.4744172145845786,45.597728631201434,0.1780035863717872,0.4502998486909638,0.024117365893614795,0.1601847624566291,-0.004523699523631658,35.9242953617719,9.673433269429538,0.1527792685791275,0.025224317792659712,50.2,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13487,20050331,1523,20776,14.784662545856575,31559,-5,3498,8065,16572,31559_20050331,16572,8065,1523,20776,13487,0.14784662545856575,0.4866642529567946,33.544231233405746,0.1861573738836592,0.4629374437567839,0.02372680920001069,0.15964243257215371,-0.011795807113587964,39.22099415031293,-5.676762916907187,0.15698317696777514,0.02917419691588405,56.5,high,Dwelling House Savings and Loan,Pittsburgh,PA
13547,20050630,1473,20793,15.956664542379528,31559,42,3649,7960,16544,31559_20050630,16544,7960,1473,20793,13547,0.15956664542379528,0.4811411992263056,32.497884429400386,0.18115328820116053,0.4731006623040567,0.008040536922248931,0.15681993392085206,0.0027467115029432276,39.90255189813901,-7.404667468738623,0.16513431077884247,0.01601897742231806,49.0,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13302,20050930,1049,20204,16.62101846216271,31559,23,3765,8004,16236,31559_20050930,16236,8004,1049,20204,13302,0.1662101846216271,0.49297856614929786,23.582471051983244,0.18070953436807094,0.47698589075426745,0.01599267539503041,0.1559072735481094,0.01030291107351769,37.54388094685795,-13.96140989487471,0.17205372041907135,0.008655813948999586,49.9,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13125,20051231,1297,20014,16.294382819227067,31559,3,3488,7701,16042,31559_20051231,16042,7701,1297,20014,13125,0.16294382819227068,0.4800523625483107,29.510347836928062,0.18183518264555543,0.4838003082292442,-0.0037479456809335066,0.15732112960924638,0.005622698583024305,33.8055788364977,-4.29523099956964,0.18150594570616949,0.0003292369393859407,49.2,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13279,20060331,1343,20180,16.224734840904542,31559,26,3435,7700,16234,31559_20060331,16234,7700,1343,20180,13279,0.16224734840904542,0.4743131698903536,30.195577183688556,0.18202537883454478,0.4852090952201772,-0.010895925329823586,0.1591418209240647,0.003105527484980719,29.78373363792936,0.4118435457591971,0.18246384477461153,-0.00043846594006674566,43.4,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13642,20060630,1359,19996,16.335263025421597,31559,28,3376,8010,16207,31559_20060630,16207,8010,1359,19996,13642,0.16335263025421598,0.49423088788794967,30.606219534768925,0.15826494724501758,0.4821213244535669,0.012109563434382742,0.16274200166168462,0.0006106285925313593,28.946570125500063,1.6596494092688623,0.18143084601233292,-0.02316589876731534,45.0,medium,Dwelling House Savings and Loan,Pittsburgh,PA
13318,20060930,1315,19837,16.586439983613275,31559,22,3548,8158,15892,31559_20060930,15892,8158,1315,19837,13318,0.16586439983613274,0.5133400453058142,30.202303045557514,0.16196828593002768,0.48539374661897794,0.02794629868683629,0.1636884978692898,0.002175901966842947,28.473653901842198,1.728649143715316,0.1757087607732972,-0.013740474843269512,52.8,medium,Dwelling House Savings and Loan,Pittsburgh,PA
12759,20061231,1458,19957,16.751243016043876,31559,51,3716,8310,15841,31559_20061231,15841,8310,1458,19957,12759,0.16751243016043876,0.5245880941859731,33.594470046082954,0.1945584243418976,0.490484116408107,0.03410397777786606,0.1636020516729162,0.00391037848752257,30.128611900235764,3.4658581458471893,0.17102344866378635,0.023534975678111247,55.6,high,Dwelling House Savings and Loan,Pittsburgh,PA
15738,20070331,1402,19789,17.093047245719,31559,46,3715,8383,15738,31559_20070331,15738,8383,1402,19789,15738,0.17093047245718998,0.5326598042953361,32.51556741644428,0.0,0.5016180493175226,0.031041754977813474,0.16474420216495822,0.00618627029223176,31.149642452524485,1.3659249639197917,0.1742042590878719,-0.1742042590878719,54.7,medium,Dwelling House Savings and Loan,Pittsburgh,PA
15249,20070630,1372,19220,17.4618320610687,31559,27,3650,8508,15249,31559_20070630,15249,8508,1372,19220,15249,0.17461832061068702,0.557938225457407,32.840186241720765,0.0,0.5162047079187683,0.04173351753863874,0.16691498317699435,0.00770333743369267,31.729640010713418,1.1105462310073477,0.12869791437923572,-0.12869791437923572,58.1,high,Dwelling House Savings and Loan,Pittsburgh,PA
14892,20070930,1585,18932,17.894964339744977,31559,45,3736,8291,14892,31559_20070930,14892,8291,1585,18932,14892,0.17894964339744976,0.5567418748321247,38.84803921568628,0.0,0.5321315423111326,0.024610332520992095,0.16973140576611212,0.009218237631337639,32.288131687451376,6.559907528234902,0.08913167756798132,-0.08913167756798132,60.5,high,Dwelling House Savings and Loan,Pittsburgh,PA
14488,20071231,1763,18234,18.32591768631813,31559,27,3549,8239,14488,31559_20071231,14488,8239,1763,18234,14488,0.18325917686318133,0.568677526228603,44.41572335726118,0.0,0.5429819996927102,0.0256955265358928,0.1730027166564414,0.010256460206739926,34.44956572998357,9.96615762727761,0.0486396060854744,-0.0486396060854744,64.1,high,Dwelling House Savings and Loan,Pittsburgh,PA
14267,20080331,1702,17884,18.37727735656897,31559,-47,3458,8160,14267,31559_20080331,14267,8160,1702,17884,14267,0.18377277356568972,0.571949253522114,43.54314151538515,0.0,0.5540043577033678,0.017944895818746254,0.17693940333212702,0.006833370233562702,37.154879057778125,6.388262457607027,0.0,0.0,57.4,high,Dwelling House Savings and Loan,Pittsburgh,PA
13987,20080630,1899,17504,18.54815497092856,31559,-58,3355,8196,13987,31559_20080630,13987,8196,1899,17504,13987,0.1854815497092856,0.5859726889254308,49.55565882605277,0.0,0.5638267200100622,0.022145968915368575,0.18014997860925197,0.0053315711000336274,39.91177258251334,9.643886243539427,0.0,0.0,67.4,high,Dwelling House Savings and Loan,Pittsburgh,PA
13689,20080930,2094,16898,18.27106139933365,31559,-139,3161,8459,13689,31559_20080930,13689,8459,2094,16898,13689,0.1827106139933365,0.6179414128132077,55.83388121849661,0.0,0.5708353358770681,0.04710607693613955,0.1828657858839016,-0.0001551718905651034,44.09064072859634,11.743240489900266,0.0,0.0,70.9,high,Dwelling House Savings and Loan,Pittsburgh,PA
13599,20081231,2324,14350,5.030307252839128,31559,-2564,719,8694,13599,31559_20081231,13599,8694,2324,14350,13599,0.05030307252839128,0.6393117140966248,62.37664534156924,0.0,0.5861352203723389,0.0531764937242859,0.18380602853287328,-0.133502956004482,48.33710122929893,14.039544112270306,0.0,0.0,41.2,medium,Dwelling House Savings and Loan,Pittsburgh,PA
